ordernumber,quantityordered,priceeach,sales,orderdate,status,qtr_id,month_id,year_id,productline,customername,country,territory,dealsize
10217,21,100.0,-0.7034269236124098,2004-02-04,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
10259,45,86.68,0.20020341172035303,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
10270,32,85.72,-0.43155737282261547,2004-07-19,Shipped,3,7,2004,Trucks and Buses,Souveniers And Things Co.,Australia,APAC,Small
10291,26,83.79,-0.7396441785817172,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Small
10348,42,100.0,1.5571716112439753,2004-11-01,Shipped,4,11,2004,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
10358,41,100.0,0.48804217408944117,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10425,41,86.68,0.010974257968722064,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Medium
10120,22,100.0,-0.5852896871649073,2003-04-29,Shipped,2,4,2003,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
10133,23,100.0,-0.48669645162835856,2003-06-27,Shipped,2,6,2003,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
10188,44,98.89,0.4461052561894776,2003-11-18,Shipped,4,11,2003,Motorcycles,Herkku Gifts,Norway,EMEA,Medium
10210,46,79.91,0.07754720494214143,2004-01-12,Shipped,1,1,2004,Motorcycles,Osaka Souveniers Co.,Japan,Japan,Medium
10223,21,100.0,-0.5776980353170613,2004-02-20,Shipped,1,2,2004,Motorcycles,"Australian Collectors, Co.",Australia,APAC,Small
10275,23,81.91,-0.900433290795515,2004-07-23,Shipped,3,7,2004,Motorcycles,La Rochelle Gifts,France,EMEA,Small
10297,26,100.0,-0.3694269884689996,2004-09-16,Shipped,3,9,2004,Motorcycles,"Clover Collections, Co.",Ireland,EMEA,Small
10340,55,100.0,1.6095163509080244,2004-11-24,Shipped,4,11,2004,Motorcycles,Enaco Distributors,Spain,EMEA,Medium
10363,50,100.0,1.6606276518103091,2005-01-06,Shipped,1,1,2005,Motorcycles,Suominen Souveniers,Finland,EMEA,Medium
10375,37,100.0,1.538795556771152,2005-02-03,Shipped,1,2,2005,Motorcycles,La Rochelle Gifts,France,EMEA,Medium
10387,44,94.9,0.3502899867137155,2005-03-02,Shipped,1,3,2005,Motorcycles,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
10416,45,100.0,0.6717481418813167,2005-05-10,Shipped,2,5,2005,Motorcycles,L'ordine Souveniers,Italy,EMEA,Medium
10108,27,43.45,-1.288355239063813,2003-03-03,Shipped,1,3,2003,Motorcycles,Cruz & Sons Co.,Philippines,Japan,Small
10122,31,44.66,-1.1730287148389138,2003-05-08,Shipped,2,5,2003,Motorcycles,Marseille Mini Autos,France,EMEA,Small
10169,26,39.83,-1.3634367304159472,2003-11-04,Shipped,4,11,2003,Motorcycles,"Anna's Decorations, Ltd",Australia,APAC,Small
10180,34,45.46,-1.085061608811895,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10190,46,32.99,-1.1003977279293986,2003-11-19,Shipped,4,11,2003,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
10211,41,42.24,-0.9834393533072986,2004-01-15,Shipped,1,1,2004,Motorcycles,Auto Canal Petit,France,EMEA,Small
10224,43,39.43,-1.003278069674603,2004-02-21,Shipped,1,2,2004,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10252,36,48.28,-0.9800337524783583,2004-05-26,Shipped,2,5,2004,Motorcycles,Auto Canal Petit,France,EMEA,Small
10299,24,42.24,-1.375345417929966,2004-09-30,Shipped,3,9,2004,Motorcycles,"Toys of Finland, Co.",Finland,EMEA,Small
10310,36,43.05,-1.0827912082592683,2004-10-16,Shipped,4,10,2004,Motorcycles,"Toms Spezialitten, Ltd",Germany,EMEA,Small
10343,29,100.0,0.09790440220487731,2004-11-24,Shipped,4,11,2004,Motorcycles,Reims Collectables,France,EMEA,Medium
10355,38,39.83,-1.1025808053838475,2004-12-07,Shipped,4,12,2004,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
10364,48,48.28,-0.6638368139759789,2005-01-06,Shipped,1,1,2005,Motorcycles,Marseille Mini Autos,France,EMEA,Small
10378,40,82.46,-0.1284588990469295,2005-02-10,Shipped,1,2,2005,Motorcycles,Euro Shopping Channel,Spain,EMEA,Medium
10403,30,40.23,-1.2699355230419005,2005-04-08,Shipped,2,4,2005,Motorcycles,"UK Collectables, Ltd.",UK,EMEA,Small
10104,35,47.62,-1.018990769652999,2003-01-31,Shipped,1,1,2003,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10114,28,55.73,-1.0769842222304342,2003-04-01,Shipped,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Small
10141,24,45.99,-1.3262261752048656,2003-08-01,Shipped,3,8,2003,Trucks and Buses,Suominen Souveniers,Finland,EMEA,Small
10151,41,63.85,-0.4998822394532301,2003-09-21,Shipped,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Small
10165,48,45.99,-0.7238277824242348,2003-10-22,Shipped,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10175,50,63.31,-0.2009916474709944,2003-11-06,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Medium
10184,33,62.77,-0.7981124505054951,2003-11-14,Shipped,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
10246,35,48.7,-0.9983606877084569,2004-05-05,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10259,40,43.83,-0.9717817197005414,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
10359,36,100.0,1.5417481690282941,2004-12-15,Shipped,4,12,2004,Trucks and Buses,Reims Collectables,France,EMEA,Medium
10383,32,53.18,-0.9998560957647543,2005-02-22,Shipped,1,2,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10394,36,62.77,-0.6953386216436768,2005-03-15,Shipped,1,3,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10412,19,48.7,-1.4236241758351036,2005-05-03,Shipped,2,5,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10425,11,43.83,-1.6654927847071337,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Small
10104,49,65.87,-0.16708299690976672,2003-01-31,Shipped,1,1,2003,Trains,Euro Shopping Channel,Spain,EMEA,Medium
10116,27,63.38,-0.9946712868104381,2003-04-11,Shipped,2,4,2003,Trains,Royale Belge,Belgium,EMEA,Small
10152,33,50.95,-1.01099524847608,2003-09-25,Shipped,3,9,2003,Trains,"Australian Gift Network, Co",Australia,APAC,Small
10165,44,53.44,-0.6453243171622521,2003-10-22,Shipped,4,10,2003,Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10176,22,64.0,-1.160181304019482,2003-11-06,Shipped,4,11,2003,Trains,L'ordine Souveniers,Italy,EMEA,Small
10184,48,50.95,-0.5938910123354361,2003-11-14,Shipped,4,11,2003,Trains,"Iberia Gift Imports, Corp.",Spain,EMEA,Small
10220,20,52.82,-1.3520738122655407,2004-02-12,Shipped,1,2,2004,Trains,"Clover Collections, Co.",Ireland,EMEA,Small
10230,46,60.9,-0.3997062727622059,2004-03-15,Shipped,1,3,2004,Trains,"Blauer See Auto, Co.",Germany,EMEA,Small
10247,40,49.71,-0.8434167653789458,2004-05-05,Shipped,2,5,2004,Trains,Suominen Souveniers,Finland,EMEA,Small
10306,46,50.33,-0.6650702527377427,2004-10-14,Shipped,4,10,2004,Trains,"AV Stores, Co.",UK,EMEA,Small
10314,35,66.49,-0.6585373934553042,2004-10-22,Shipped,4,10,2004,Trains,Heintze Collectables,Denmark,EMEA,Small
10325,28,100.0,1.0061956079028884,2004-11-05,Shipped,4,11,2004,Trains,Baane Mini Imports,Norway,EMEA,Medium
10336,31,84.71,-0.49542876144615416,2004-11-20,Shipped,4,11,2004,Trains,"La Corne D'abondance, Co.",France,EMEA,Small
10350,27,100.0,0.47625355583541684,2004-12-02,Shipped,4,12,2004,Trains,Euro Shopping Channel,Spain,EMEA,Medium
10359,22,100.0,0.41884953417068327,2004-12-15,Shipped,4,12,2004,Trains,Reims Collectables,France,EMEA,Medium
10383,44,36.07,-1.0624449263838045,2005-02-22,Shipped,1,2,2005,Trains,Euro Shopping Channel,Spain,EMEA,Small
10394,30,60.28,-0.9416552508291465,2005-03-15,Shipped,1,3,2005,Trains,Euro Shopping Channel,Spain,EMEA,Small
10103,45,75.63,-0.07118040433582645,2003-01-29,Shipped,1,1,2003,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Medium
10126,26,62.7,-1.0389113514248451,2003-05-28,Shipped,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Small
10150,49,58.18,-0.3727343508124896,2003-09-19,Shipped,3,9,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10164,49,54.94,-0.4593806949795668,2003-10-21,Resolved,4,10,2003,Trucks and Buses,Mini Auto Werke,Austria,EMEA,Small
10175,29,74.98,-0.7418927483597995,2003-11-06,Shipped,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",UK,EMEA,Small
10194,39,54.94,-0.7592263833481239,2003-11-25,Shipped,4,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",France,EMEA,Small
10217,39,62.05,-0.6078899965120897,2004-02-04,Shipped,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Small
10258,20,61.41,-1.25831063559696,2004-06-15,Shipped,2,6,2004,Trucks and Buses,"Tokyo Collectables, Ltd",Japan,Japan,Small
10270,21,63.35,-1.2025602951039713,2004-07-19,Shipped,3,7,2004,Trucks and Buses,Souveniers And Things Co.,Australia,APAC,Small
10291,32,71.75,-0.6755381091318251,2004-09-08,Shipped,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Sweden,EMEA,Small
10304,36,73.04,-0.49355677252896435,2004-10-11,Shipped,4,10,2004,Trucks and Buses,Auto Assoc. & Cie.,France,EMEA,Small
10348,31,100.0,-0.2149142239367424,2004-11-01,Shipped,4,11,2004,Trucks and Buses,"Corrida Auto Replicas, Ltd",Spain,EMEA,Medium
10358,36,100.0,1.1656912467249259,2004-12-10,Shipped,4,12,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10370,25,100.0,-0.20385693662995857,2005-01-20,Shipped,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",Australia,APAC,Medium
10424,44,61.41,-0.45393391673071676,2005-05-31,In Process,2,5,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10106,33,72.92,-0.6153070021635797,2003-02-17,Shipped,1,2,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10120,29,72.23,-0.7854178551078745,2003-04-29,Shipped,2,4,2003,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Small
10133,49,57.1,-0.4016164655348487,2003-06-27,Shipped,2,6,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10144,20,81.86,-1.0350909658795597,2003-08-13,Shipped,3,8,2003,Vintage Cars,Royale Belge,Belgium,EMEA,Small
10210,39,59.16,-0.6694036614848238,2004-01-12,Shipped,1,1,2004,Vintage Cars,Osaka Souveniers Co.,Japan,Japan,Small
10223,20,66.04,-1.2077723925264683,2004-02-20,Shipped,1,2,2004,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Small
10262,40,79.11,-0.2015919937709678,2004-06-24,Cancelled,2,6,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Medium
10275,28,63.97,-0.9510643146578213,2004-07-23,Shipped,3,7,2004,Vintage Cars,La Rochelle Gifts,France,EMEA,Small
10284,50,81.86,0.3052094372793454,2004-08-21,Shipped,3,8,2004,Vintage Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Medium
10297,28,79.8,-0.7091575019303381,2004-09-16,Shipped,3,9,2004,Vintage Cars,"Clover Collections, Co.",Ireland,EMEA,Small
10316,24,59.16,-1.1537193947543134,2004-11-01,Shipped,4,11,2004,Vintage Cars,giftsbymail.co.uk,UK,EMEA,Small
10328,24,81.17,-0.8654221861197908,2004-11-12,Shipped,4,11,2004,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10340,39,59.16,-0.6694036614848238,2004-11-24,Shipped,4,11,2004,Vintage Cars,Enaco Distributors,Spain,EMEA,Small
10361,49,72.33,0.005674837448047328,2004-12-17,Shipped,4,12,2004,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Medium
10375,44,82.26,0.04675489744713958,2005-02-03,Shipped,1,2,2005,Vintage Cars,La Rochelle Gifts,France,EMEA,Medium
10398,22,67.41,-1.1192376863612927,2005-03-30,Shipped,1,3,2005,Vintage Cars,Reims Collectables,France,EMEA,Small
10416,26,61.22,-1.0599125565366436,2005-05-10,Shipped,2,5,2005,Vintage Cars,L'ordine Souveniers,Italy,EMEA,Small
10108,31,100.0,0.07422892721137912,2003-03-03,Shipped,1,3,2003,Motorcycles,Cruz & Sons Co.,Philippines,Japan,Medium
10121,25,86.74,-0.745123702992384,2003-05-07,Shipped,2,5,2003,Motorcycles,Reims Collectables,France,EMEA,Small
10169,34,100.0,0.21127161441440906,2003-11-04,Shipped,4,11,2003,Motorcycles,"Anna's Decorations, Ltd",Australia,APAC,Medium
10180,22,100.0,-0.5562329262461925,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10190,42,85.72,0.03627612566578469,2003-11-19,Shipped,4,11,2003,Motorcycles,Euro Shopping Channel,Spain,EMEA,Medium
10211,37,100.0,0.2763000340888059,2004-01-15,Shipped,1,1,2004,Motorcycles,Auto Canal Petit,France,EMEA,Medium
10224,30,100.0,-0.10744677854785878,2004-02-21,Shipped,1,2,2004,Motorcycles,Daedalus Designs Imports,France,EMEA,Medium
10252,25,100.0,-0.3830057302356718,2004-05-26,Shipped,2,5,2004,Motorcycles,Auto Canal Petit,France,EMEA,Small
10299,38,100.0,0.46302410646145664,2004-09-30,Shipped,3,9,2004,Motorcycles,"Toys of Finland, Co.",Finland,EMEA,Medium
10309,50,84.7,0.3827086869122815,2004-10-15,Shipped,4,10,2004,Motorcycles,Baane Mini Imports,Norway,EMEA,Medium
10341,31,71.02,-0.7270478216695471,2004-11-24,Shipped,4,11,2004,Motorcycles,Salzburg Collectables,Austria,EMEA,Small
10355,40,100.0,0.43281031449188395,2004-12-07,Shipped,4,12,2004,Motorcycles,Euro Shopping Channel,Spain,EMEA,Medium
10375,41,100.0,0.6375174873955577,2005-02-03,Shipped,1,2,2005,Motorcycles,La Rochelle Gifts,France,EMEA,Medium
10403,45,100.0,0.90359096754379,2005-04-08,Shipped,2,4,2005,Motorcycles,"UK Collectables, Ltd.",UK,EMEA,Medium
10106,39,40.15,-1.074031609973292,2003-02-17,Shipped,1,2,2003,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10120,49,50.62,-0.5749091538690028,2003-04-29,Shipped,2,4,2003,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Small
10133,27,50.19,-1.1890361302736603,2003-06-27,Shipped,2,6,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10156,20,41.02,-1.480875382078026,2003-10-08,Shipped,4,10,2003,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10210,43,41.02,-0.9659638182844351,2004-01-12,Shipped,1,1,2004,Vintage Cars,Osaka Souveniers Co.,Japan,Japan,Small
10223,41,46.26,-0.8934856467967314,2004-02-20,Shipped,1,2,2004,Vintage Cars,"Australian Collectors, Co.",Australia,APAC,Small
10262,49,37.97,-0.9132042939040412,2004-06-24,Cancelled,2,6,2004,Vintage Cars,Euro Shopping Channel,Spain,EMEA,Small
10275,38,45.39,-0.9872706542398565,2004-07-23,Shipped,3,7,2004,Vintage Cars,La Rochelle Gifts,France,EMEA,Small
10284,33,51.93,-0.9933450672568604,2004-08-21,Shipped,3,8,2004,Vintage Cars,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
10296,26,48.44,-1.2412608006777142,2004-09-15,Shipped,3,9,2004,Vintage Cars,"Bavarian Collectables Imports, Co.",Germany,EMEA,Small
10316,34,47.57,-1.045908114666354,2004-11-01,Shipped,4,11,2004,Vintage Cars,giftsbymail.co.uk,UK,EMEA,Small
10328,34,51.93,-0.9650032642044777,2004-11-12,Shipped,4,11,2004,Vintage Cars,Rovelli Gifts,Italy,EMEA,Small
10340,40,50.62,-0.8235507605434608,2004-11-24,Shipped,4,11,2004,Vintage Cars,Enaco Distributors,Spain,EMEA,Small
10361,33,82.59,-0.4411465405412824,2004-12-17,Shipped,4,12,2004,Vintage Cars,Souveniers And Things Co.,Australia,APAC,Small
10375,49,65.8,-0.1689549858269568,2005-02-03,Shipped,1,2,2005,Vintage Cars,La Rochelle Gifts,France,EMEA,Medium
10398,49,36.66,-0.94823722935431,2005-03-30,Shipped,1,3,2005,Vintage Cars,Reims Collectables,France,EMEA,Small
10416,37,51.93,-0.8799778550473288,2005-05-10,Shipped,2,5,2005,Vintage Cars,L'ordine Souveniers,Italy,EMEA,Small
10104,33,100.0,0.09358190884506844,2003-01-31,Shipped,1,1,2003,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10141,44,100.0,1.0733470704017367,2003-08-01,Shipped,3,8,2003,Trucks and Buses,Suominen Souveniers,Finland,EMEA,Medium
10151,26,100.0,-0.1711926402177669,2003-09-21,Shipped,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium
10165,48,94.92,0.5579879757299839,2003-10-22,Shipped,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,Japan,Medium
10176,23,100.0,-0.22861303496340923,2003-11-06,Shipped,4,11,2003,Trucks and Buses,L'ordine Souveniers,Italy,EMEA,Medium
10184,45,100.0,0.7719513970405211,2003-11-14,Shipped,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Spain,EMEA,Medium
10220,37,100.0,0.2452020957501812,2004-02-12,Shipped,1,2,2004,Trucks and Buses,"Clover Collections, Co.",Ireland,EMEA,Medium
10230,34,100.0,0.240775906211286,2004-03-15,Shipped,1,3,2004,Trucks and Buses,"Blauer See Auto, Co.",Germany,EMEA,Medium
10246,22,100.0,-0.33038264819618096,2004-05-05,Shipped,2,5,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10259,29,100.0,-0.26153384297649857,2004-06-15,Shipped,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,APAC,Medium
10314,28,100.0,-0.07130593128945727,2004-10-22,Shipped,4,10,2004,Trucks and Buses,Heintze Collectables,Denmark,EMEA,Medium
10325,38,100.0,0.9041476522946746,2004-11-05,Shipped,4,11,2004,Trucks and Buses,Baane Mini Imports,Norway,EMEA,Medium
10336,23,100.0,-0.2140519083422349,2004-11-20,Shipped,4,11,2004,Trucks and Buses,"La Corne D'abondance, Co.",France,EMEA,Medium
10350,31,71.4,-0.7206186585661949,2004-12-02,Shipped,4,12,2004,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Small
10359,46,100.0,0.7438442748144914,2004-12-15,Shipped,4,12,2004,Trucks and Buses,Reims Collectables,France,EMEA,Medium
10383,29,100.0,-0.24380725404637343,2005-02-22,Shipped,1,2,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10395,46,100.0,1.1784185882843627,2005-03-17,Shipped,1,3,2005,Trucks and Buses,Lyon Souveniers,France,EMEA,Medium
10412,26,100.0,-0.039793208234487204,2005-05-03,Shipped,2,5,2005,Trucks and Buses,Euro Shopping Channel,Spain,EMEA,Medium
10425,18,100.0,-0.8938786007385322,2005-05-31,In Process,2,5,2005,Trucks and Buses,La Rochelle Gifts,France,EMEA,Small
10104,32,53.31,-0.9975856952121275,2003-01-31,Shipped,1,1,2003,Trains,Euro Shopping Channel,Spain,EMEA,Small
10117,21,49.21,-1.3646210499349856,2003-04-16,Shipped,2,4,2003,Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10153,31,57.41,-0.9573133738711813,2003-09-28,Shipped,3,9,2003,Trains,Euro Shopping Channel,Spain,EMEA,Small
10165,38,66.78,-0.5436584001085668,2003-10-22,Shipped,4,10,2003,Trains,"Dragon Souveniers, Ltd.",Singapore,Japan,Small
10176,38,64.44,-0.5921882119209659,2003-11-06,Shipped,4,11,2003,Trains,L'ordine Souveniers,Italy,EMEA,Small
10208,30,65.61,-0.8543867295875516,2004-01-02,Shipped,1,1,2004,Trains,"Saveley & Henriot, Co.",France,EMEA,Small
10220,30,68.54,-0.806413602526037,2004-02-12,Shipped,1,2,2004,Trains,"Clover Collections, Co.",Ireland,EMEA,Small
10230,43,52.14,-0.704998739379613,2004-03-15,Shipped,1,3,2004,Trains,"Blauer See Auto, Co.",Germany,EMEA,Small
10247,49,63.85,-0.22110324852010488,2004-05-05,Shipped,2,5,2004,Trains,Suominen Souveniers,Finland,EMEA,Medium
10306,34,60.34,-0.8089459723731977,2004-10-14,Shipped,4,10,2004,Trains,"AV Stores, Co.",UK,EMEA,Small
10314,38,61.51,-0.6529541728655511,2004-10-22,Shipped,4,10,2004,Trains,Heintze Collectables,Denmark,EMEA,Small
10325,44,100.0,1.309403235551297,2004-11-05,Shipped,4,11,2004,Trains,Baane Mini Imports,Norway,EMEA,Medium
10350,44,100.0,1.6138988788978303,2004-12-02,Shipped,4,12,2004,Trains,Euro Shopping Channel,Spain,EMEA,Medium
10359,25,64.93,-1.0427044485019503,2004-12-15,Shipped,4,12,2004,Trains,Reims Collectables,France,EMEA,Small
10372,24,58.58,-1.1613165042957954,2005-01-26,Shipped,1,1,2005,Trains,"Tokyo Collectables, Ltd",Japan,Japan,Small
10383,38,60.06,-0.6830260648005847,2005-02-22,Shipped,1,2,2005,Trains,Euro Shopping Channel,Spain,EMEA,Small
10108,34,82.99,-0.3886489854554223,2003-03-03,Shipped,1,3,2003,Motorcycles,Cruz & Sons Co.,Philippines,Japan,Small
10121,44,74.85,-0.13118774586499063,2003-05-07,Shipped,2,5,2003,Motorcycles,Reims Collectables,France,EMEA,Medium
10169,48,80.55,0.18153809948481497,2003-11-04,Shipped,4,11,2003,Motorcycles,"Anna's Decorations, Ltd",Australia,APAC,Medium
10180,21,93.56,-0.8563187531347388,2003-11-11,Shipped,4,11,2003,Motorcycles,Daedalus Designs Imports,France,EMEA,Small
10190,40,66.72,-0.47207529037718704,2003-11-19,Shipped,4,11,2003,Motorcycles,Euro Shopping Channel,Spain,EMEA,Small
10211,40,80.55,-0.17015567842690363,2004-01-15,Shipped,1,1,2004,Motorcycles,Auto Canal Petit,France,EMEA,Medium
10224,50,77.29,0.1805011376939517,2004-02-21,Shipped,1,2,2004,Motorcycles,Daedalus Designs Imports,France,EMEA,Medium
10252,48,72.41,-0.031704906265754174,2004-05-26,Shipped,2,5,2004,Motorcycles,Auto Canal Petit,France,EMEA,Medium
10299,44,80.55,0.005691210528955556,2004-09-30,Shipped,3,9,2004,Motorcycles,"Toys of Finland, Co.",Finland,EMEA,Medium
10309,28,88.68,-0.5734574073617943,2004-10-15,Shipped,4,10,2004,Motorcycles,Baane Mini Imports,Norway,EMEA,Small
10341,38,100.0,0.6268640694178468,2004-11-24,Shipped,4,11,2004,Motorcycles,Salzburg Collectables,Austria,EMEA,Medium
10356,26,100.0,0.22045145511036657,2004-12-09,Shipped,4,12,2004,Motorcycles,Lyon Souveniers,France,EMEA,Medium
10375,49,100.0,1.0221648194821824,2005-02-03,Shipped,1,2,2005,Motorcycles,La Rochelle Gifts,France,EMEA,Medium
10403,31,68.34,-0.7723903403984508,2005-04-08,Shipped,2,4,2005,Motorcycles,"UK Collectables, Ltd.",UK,EMEA,Small
10105,41,70.67,-0.3472742099999795,2003-02-11,Shipped,1,2,2003,Ships,Danish Wholesale Imports,Denmark,EMEA,Small
10119,25,76.67,-0.8825211402817619,2003-04-28,Shipped,2,4,2003,Ships,Salzburg Collectables,Austria,EMEA,Small
10129,31,60.0,-0.9134935516667557,2003-06-12,Shipped,2,6,2003,Ships,"Stylish Desk Decors, Co.",UK,EMEA,Small
10153,43,64.67,-0.41094366395898174,2003-09-28,Shipped,3,9,2003,Ships,Euro Shopping Channel,Spain,EMEA,Small
10167,43,75.34,-0.16053922224005626,2003-10-23,Cancelled,4,10,2003,Ships,Scandinavian Gift Ideas,Sweden,EMEA,Medium
10177,24,76.0,-0.9331412487567958,2003-11-07,Shipped,4,11,2003,Ships,CAF Imports,Spain,EMEA,Small
10197,23,64.67,-1.116841758855035,2003-11-26,Shipped,4,11,2003,Ships,Enaco Distributors,Spain,EMEA,Small
10208,38,74.67,-0.3800258295103491,2004-01-02,Shipped,1,1,2004,Ships,"Saveley & Henriot, Co.",France,EMEA,Small
10273,21,65.34,-1.1797525933986164,2004-07-21,Shipped,3,7,2004,Ships,Petit Auto,Belgium,EMEA,Small
10306,50,54.0,-0.4550472862324857,2004-10-14,Shipped,4,10,2004,Ships,"AV Stores, Co.",UK,EMEA,Small
10315,41,62.0,-0.5412788456832174,2004-10-29,Shipped,4,10,2004,Ships,La Rochelle Gifts,France,EMEA,Small
10326,39,60.0,-0.6515242571328871,2004-11-09,Shipped,4,11,2004,Ships,"Volvo Model Replicas, Co",Sweden,EMEA,Small
10339,22,100.0,-0.391497901533478,2004-11-23,Shipped,4,11,2004,Ships,"Tokyo Collectables, Ltd",Japan,Japan,Small
10350,46,76.67,-0.0037942610106247465,2004-12-02,Shipped,4,12,2004,Ships,Euro Shopping Channel,Spain,EMEA,Medium
10373,44,100.0,0.5971523852627975,2005-01-31,Shipped,1,1,2005,Ships,"Oulu Toy Supplies, Inc.",Finland,EMEA,Medium
10106,31,100.0,-0.12050703941909952,2003-02-17,Shipped,1,2,2003,Planes,Rovelli Gifts,Italy,EMEA,Medium
10120,47,82.21,0.18015730299487595,2003-04-29,Shipped,2,4,2003,Planes,"Australian Collectors, Co.",Australia,APAC,Medium
10133,24,77.64,-0.9116597666050187,2003-06-27,Shipped,2,6,2003,Planes,Euro Shopping Channel,Spain,EMEA,Small
10156,48,100.0,0.775160520898561,2003-10-08,Shipped,4,10,2003,Planes,Euro Shopping Channel,Spain,EMEA,Medium
10210,21,78.55,-1.0283507142389487,2004-01-12,Shipped,1,1,2004,Planes,Osaka Souveniers Co.,Japan,Japan,Small
10223,25,100.0,-0.545235673569406,2004-02-20,Shipped,1,2,2004,Planes,"Australian Collectors, Co.",Australia,APAC,Small
10262,40,84.03,-0.09418458301208184,2004-06-24,Cancelled,2,6,2004,Planes,Euro Shopping Channel,Spain,EMEA,Medium
10275,32,89.51,-0.3653664644037246,2004-07-23,Shipped,3,7,2004,Planes,La Rochelle Gifts,France,EMEA,Small
10284,24,83.12,-0.8398801799027386,2004-08-21,Shipped,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Norway,EMEA,Small
10296,42,100.0,0.41632807971079483,2004-09-15,Shipped,3,9,2004,Planes,"Bavarian Collectables Imports, Co.",Germany,EMEA,Medium
10316,34,82.21,-0.4031227889784186,2004-11-01,Shipped,4,11,2004,Planes,giftsbymail.co.uk,UK,EMEA,Small
10328,27,100.0,-0.4211550087521665,2004-11-12,Shipped,4,11,2004,Planes,Rovelli Gifts,Italy,EMEA,Small
